"filename", "language", "TypeScript", "JSON", "Markdown", "JavaScript", "JSON with Comments", "HTML", "XML", "YAML", "TypeScript JSX", "CSS", "JavaScript JSX", "comment", "blank", "total"
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\alarms\stores\index.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\alarms\types\index.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\analytics\components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\analytics\hooks\index.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\analytics\services\analyticsServices.ts", "TypeScript", 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37, 286
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\analytics\stores\index.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\analytics\types\index.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\components\AddAssetModal\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 707, 0, 0, 21, 47, 775
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\components\AssetLocationsMapCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 339, 0, 0, 0, 24, 363
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\components\AssetTreeView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 8, 78
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\components\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\hooks\index.ts", "TypeScript", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 137
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\hooks\useAssetDetails.ts", "TypeScript", 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 35, 294
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\hooks\useAssetsPage.ts", "TypeScript", 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 27, 294
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\services\assetService.ts", "TypeScript", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35, 247
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\stores\index.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 52
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\assets\types\index.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 71
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\audit\components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\audit\hooks\index.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 37
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\audit\services\auditServices.ts", "TypeScript", 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26, 231
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\audit\stores\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 17
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\audit\types\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 10
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\AccountBlockedForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 8, 9, 75
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\AuthLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 4, 9, 80
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\CheckEmailForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 5, 5, 82
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\ForgotPasswordForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 3, 9, 86
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 4, 11, 107
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\PinCodeVerificationForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 11, 23, 145
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\RegisterForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 1, 2, 248
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\ResetPasswordForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 6, 18, 147
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\SelectRoleForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 6, 11, 108
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\components\VerifyAccountForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 14, 17, 197
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\hooks\useAuth.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 42
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\hooks\useGithubLogin.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 31
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\hooks\useGoogleLogin.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 30
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\hooks\useLogin.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 128
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\hooks\useLogout.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 66
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\hooks\useRegister.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 24
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\hooks\useUserId.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\services\authService.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 73
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\services\githubAuthService.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\services\googleAuthService.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\types\auth.types.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\auth\utils\tokenManager.ts", "TypeScript", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 72
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customerUser\hooks\index.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 73
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customerUser\services\customerUser.api.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 117
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\components\CustomerActivityLog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 7, 101
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\components\CustomerDetailsCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 502, 0, 0, 3, 15, 520
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\components\CustomerUserHierarchyModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 1, 20, 270
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\components\CustomerUsersList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 10, 196
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\hooks\index.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\hooks\useCreateCustomer.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 30
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\hooks\useCustomers.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 95
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\services\customerService.ts", "TypeScript", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 79
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\customer\types\index.ts", "TypeScript", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 120
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\DashboardGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\DashboardToolbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\TableGroup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 10, 123
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\WidgetContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\widgets\AlarmWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\widgets\ChartWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\widgets\MapWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\widgets\StatusWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\components\widgets\TelemetryWidget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\hooks\index.ts", "TypeScript", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 147
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\hooks\useDashboard.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\hooks\useDashboardsPage.ts", "TypeScript", 290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 360
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\hooks\useMainDashboard.ts", "TypeScript", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 158
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\hooks\useWidgets.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\services\dashboardService.ts", "TypeScript", 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 267
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\stores\dashboardStore.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\stores\index.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\types\dashboard.types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\types\index.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\dashboard\types\widget.types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\device-profiles\types\device-profile.types.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\device-profiles\types\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceAlarmsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 402, 0, 0, 7, 13, 422
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceAttributes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 7, 76
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceCredentialsDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 235, 0, 0, 0, 14, 249
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 230, 0, 0, 1, 8, 239
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceFilters.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 5, 86
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 8, 95
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceGeneralTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 361, 0, 0, 28, 26, 415
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceTelemetry.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\DeviceTelemetryTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 11, 18, 292
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\TelemetryDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 299, 0, 0, 18, 26, 343
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\deviceColumns.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 2, 6, 151
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\hooks\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\hooks\useDeviceTelemetry.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\hooks\useDevices.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 157
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\services\deviceService.ts", "TypeScript", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 31, 205
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\stores\deviceStore.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 48
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\types\device.types.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 74
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\devices\types\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\components\AssetSelectionStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 4, 15, 245
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\components\DeviceLinkStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 963, 0, 0, 60, 58, 1081
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\components\DragableDevies.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 11, 4, 71
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\components\DwgImportStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 552, 0, 0, 28, 33, 613
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\components\FloorPlanCanvas.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 21, 18, 382
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\components\ReviewStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1541, 0, 0, 115, 118, 1774
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\components\ZoneSetupStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 639, 0, 0, 25, 55, 719
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\hooks\index.ts", "TypeScript", 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 344
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\services\EnhancedCADParser.ts", "TypeScript", 778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 95, 891
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\services\floorPlanService.ts", "TypeScript", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23, 192
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\services\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\store\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\store\useFloorMapStore.ts", "TypeScript", 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 42, 305
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\floorPlan\types\index.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 65
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\integrations\Hooks\index.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 145
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\notifications\components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\notifications\hooks\index.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 54
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\notifications\services\notificationServices.ts", "TypeScript", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 211
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\notifications\stores\index.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
